"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"382","United Kingdom","GBR","EURO","High income",2024,1809600.615,"children","0"
"383","Chile","CHL","AMRO","High income",2024,675658.77245,"children","0"
"384","Russian Federation","RUS","EURO","Upper middle income",2024,18866088.36,"children","0"
"385","United States of America","USA","AMRO","High income",2024,48531529.2,"children","0"
"386","Brazil","BRA","AMRO","Upper middle income",2024,8512138.7,"children","0"
"387","China","CHN","WPRO","Upper middle income",2025,13305639.62,"children","0"
"388","Uzbekistan","UZB","EURO","Lower middle income",2025,10063862.625,"children","0"
"389","Mexico","MEX","AMRO","Upper middle income",2025,8762970.76985,"children","0"
"390","Peru","PER","AMRO","Upper middle income",2025,2274638.935,"children","0"
"391","Cuba","CUB","AMRO","Upper middle income",2025,1703154.775,"children","0"
"392","Kenya","KEN","AFRO","Lower middle income",2025,1440213.3,"children","0"
"393","Korea, Republic of","KOR","WPRO","High income",2025,5175880.34975,"children","0"
"394","Colombia","COL","AMRO","Upper middle income",2025,2333569.59,"children","0"
"395","Argentina","ARG","AMRO","Upper middle income",2025,1753374.0951,"children","0"
"396","El Salvador","SLV","AMRO","Upper middle income",2025,1076109.84,"children","0"
"397","Canada","CAN","AMRO","High income",2025,2197002.6,"children","0"
"398","Kazakhstan","KAZ","EURO","Upper middle income",2025,675233.3258,"children","0"
"399","Israel","ISR","EURO","High income",2025,549893.61,"children","0"
"400","Iraq","IRQ","EMRO","Upper middle income",2025,440499.887640257,"children","0"
"401","Honduras","HND","AMRO","Lower middle income",2025,569899.33275,"children","0"
"402","Bolivia","BOL","AMRO","Lower middle income",2025,766104.09525,"children","0"
"403","Egypt","EGY","EMRO","Lower middle income",2025,223208.221849849,"children","0"
"404","Thailand","THA","SEARO","Upper middle income",2025,499077.012,"children","0"
"405","Bhutan","BTN","SEARO","Lower middle income",2025,164991.34665,"children","0"
"406","Austria","AUT","EURO","High income",2025,162761.244425949,"children","0"
"407","Guatemala","GTM","AMRO","Upper middle income",2025,110602.80675,"children","0"
"408","Dominican Republic","DOM","AMRO","Upper middle income",2025,99776.28,"children","0"
"409","Tunisia","TUN","EMRO","Lower middle income",2025,84485.4464923534,"children","0"
"410","United Arab Emirates","ARE","EMRO","High income",2025,112401.235171296,"children","0"
"411","Serbia","SRB","EURO","Upper middle income",2025,127033.98633072,"children","0"
"412","Italy","ITA","EURO","High income",2025,2090414.8609996,"children","0"
"413","Brunei Darussalam","BRN","WPRO","High income",2025,80037.2352,"children","0"
"414","Turkmenistan","TKM","EURO","Upper middle income",2025,62779.8871323387,"children","0"
"415","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2025,35648.6208597313,"children","0"
"416","Poland","POL","EURO","High income",2025,40731.873,"children","0"
"417","Paraguay","PRY","AMRO","Upper middle income",2025,161422.2,"children","0"
"418","Latvia","LVA","EURO","High income",2025,24368.5806,"children","0"
"419","Ecuador","ECU","AMRO","Upper middle income",2025,1190113.76,"children","0"
"420","Georgia","GEO","EURO","Upper middle income",2025,29432.2472544338,"children","0"
"421","Kyrgyzstan","KGZ","EURO","Lower middle income",2025,27347.565,"children","0"
"422","Trinidad and Tobago","TTO","AMRO","High income",2025,24579.7669414371,"children","0"
"423","Belize","BLZ","AMRO","Upper middle income",2025,24993.15,"children","0"
"424","Romania","ROU","EURO","High income",2025,25933.7448,"children","0"
"425","Malaysia","MYS","WPRO","Upper middle income",2025,16368.3790680641,"children","0"
"426","Bahrain","BHR","EMRO","High income",2025,16416.6826874225,"children","0"
"427","Switzerland","CHE","EURO","High income",2025,22433.7115322873,"children","0"
"428","Ukraine","UKR","EURO","Lower middle income",2025,11856.0645,"children","0"
"429","Slovakia","SVK","EURO","High income",2025,12326.586,"children","0"
"430","Lithuania","LTU","EURO","High income",2025,16099.722,"children","0"
"431","Armenia","ARM","EURO","Upper middle income",2025,17714.9673,"children","0"
"432","Jordan","JOR","EMRO","Lower middle income",2025,9569.40049874736,"children","0"
"433","Saudi Arabia","SAU","EMRO","High income",2025,1137413.8413,"children","0"
"434","Estonia","EST","EURO","High income",2025,11399.294325,"children","0"
"435","Bulgaria","BGR","EURO","Upper middle income",2025,12051.7785013044,"children","0"
"436","Albania","ALB","EURO","Upper middle income",2025,5561.605,"children","0"
"437","Bahamas","BHS","AMRO","High income",2025,3958.71722834535,"children","0"
"438","Hungary","HUN","EURO","High income",2025,2444.05768299218,"children","0"
"439","Mauritius","MUS","AFRO","Upper middle income",2025,7939.386925,"children","0"
"440","Jamaica","JAM","AMRO","Upper middle income",2025,2032.823375,"children","0"
"441","Grenada","GRD","AMRO","Upper middle income",2025,361.17265461457,"children","0"
"442","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2025,157.6017,"children","0"
"443","Dominica","DMA","AMRO","Upper middle income",2025,142.19,"children","0"
"444","Palau","PLW","WPRO","High income",2025,253.964770429632,"children","0"
"445","Antigua And Barbuda","ATG","AMRO","High income",2025,28.9477468533786,"children","0"
"446","Afghanistan","AFG","EMRO","Low income",2025,0,"children","0"
"447","Algeria","DZA","AFRO","Lower middle income",2025,0,"children","0"
"448","Angola","AGO","AFRO","Lower middle income",2025,0,"children","0"
"449","Azerbaijan","AZE","EURO","Upper middle income",2025,0,"children","0"
"450","Bangladesh","BGD","SEARO","Lower middle income",2025,0,"children","0"
"451","Barbados","BRB","AMRO","High income",2025,0,"children","0"
"452","Belgium","BEL","EURO","High income",2025,0,"children","0"
"453","Benin","BEN","AFRO","Lower middle income",2025,0,"children","0"
"454","Botswana","BWA","AFRO","Upper middle income",2025,0,"children","0"
"455","Burkina Faso","BFA","AFRO","Low income",2025,0,"children","0"
"456","Burundi","BDI","AFRO","Low income",2025,0,"children","0"
"457","Cambodia","KHM","WPRO","Lower middle income",2025,0,"children","0"
"458","Cameroon","CMR","AFRO","Lower middle income",2025,0,"children","0"
"459","Cape Verde","CPV","AFRO","Lower middle income",2025,0,"children","0"
"460","Central African Republic","CAF","AFRO","Low income",2025,0,"children","0"
"461","Chad","TCD","AFRO","Low income",2025,0,"children","0"
"462","Comoros","COM","AFRO","Lower middle income",2025,0,"children","0"
"463","Congo","COG","AFRO","Lower middle income",2025,0,"children","0"
"464","Côte d'Ivoire","CIV","AFRO","Lower middle income",2025,0,"children","0"
"465","Croatia","HRV","EURO","High income",2025,0,"children","0"
"466","Czech Republic","CZE","EURO","High income",2025,0,"children","0"
"467","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2025,0,"children","0"
"468","Democratic Republic of the Congo","COD","AFRO","Low income",2025,0,"children","0"
"469","Djibouti","DJI","EMRO","Lower middle income",2025,0,"children","0"
"470","Equatorial Guinea","GNQ","AFRO","Upper middle income",2025,0,"children","0"
"471","Eritrea","ERI","AFRO","Low income",2025,0,"children","0"
"472","Eswatini","SWZ","AFRO","Lower middle income",2025,0,"children","0"
"473","Ethiopia","ETH","AFRO","Low income",2025,0,"children","0"
"474","Fiji","FJI","WPRO","Upper middle income",2025,0,"children","0"
"475","France","FRA","EURO","High income",2025,0,"children","0"
"476","Gabon","GAB","AFRO","Upper middle income",2025,0,"children","0"
"477","Gambia","GMB","AFRO","Low income",2025,0,"children","0"
"478","Germany","DEU","EURO","High income",2025,0,"children","0"
"479","Ghana","GHA","AFRO","Lower middle income",2025,0,"children","0"
"480","Guinea","GIN","AFRO","Lower middle income",2025,0,"children","0"
"481","Guinea-Bissau","GNB","AFRO","Low income",2025,0,"children","0"
"482","Guyana","GUY","AMRO","High income",2025,0,"children","0"
"483","Haiti","HTI","AMRO","Lower middle income",2025,0,"children","0"
"484","India","IND","SEARO","Lower middle income",2025,0,"children","0"
"485","Indonesia","IDN","SEARO","Upper middle income",2025,0,"children","0"
"486","Japan","JPN","WPRO","High income",2025,0,"children","0"
"487","Kiribati","KIR","WPRO","Lower middle income",2025,0,"children","0"
"488","Kuwait","KWT","EMRO","High income",2025,0,"children","0"
"489","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2025,0,"children","0"
"490","Lebanon","LBN","EMRO","Lower middle income",2025,0,"children","0"
"491","Lesotho","LSO","AFRO","Lower middle income",2025,0,"children","0"
"492","Liberia","LBR","AFRO","Low income",2025,0,"children","0"
"493","Libya","LBY","EMRO","Upper middle income",2025,0,"children","0"
"494","Luxembourg","LUX","EURO","High income",2025,0,"children","0"
"495","Madagascar","MDG","AFRO","Low income",2025,0,"children","0"
"496","Malawi","MWI","AFRO","Low income",2025,0,"children","0"
"497","Maldives","MDV","SEARO","Upper middle income",2025,0,"children","0"
"498","Mali","MLI","AFRO","Low income",2025,0,"children","0"
"499","Mauritania","MRT","AFRO","Lower middle income",2025,0,"children","0"
"500","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2025,0,"children","0"
"501","Moldova, Republic of","MDA","EURO","Upper middle income",2025,0,"children","0"
"502","Montenegro","MNE","EURO","Upper middle income",2025,0,"children","0"
"503","Morocco","MAR","EMRO","Lower middle income",2025,0,"children","0"
"504","Mozambique","MOZ","AFRO","Low income",2025,0,"children","0"
"505","Myanmar","MMR","SEARO","Lower middle income",2025,0,"children","0"
"506","Namibia","NAM","AFRO","Upper middle income",2025,0,"children","0"
"507","Nepal","NPL","SEARO","Lower middle income",2025,0,"children","0"
"508","Netherlands","NLD","EURO","High income",2025,0,"children","0"
"509","Nicaragua","NIC","AMRO","Lower middle income",2025,0,"children","0"
"510","Niger","NER","AFRO","Low income",2025,0,"children","0"
"511","Nigeria","NGA","AFRO","Lower middle income",2025,0,"children","0"
"512","Norway","NOR","EURO","High income",2025,0,"children","0"
"513","Oman","OMN","EMRO","High income",2025,0,"children","0"
"514","Pakistan","PAK","EMRO","Lower middle income",2025,0,"children","0"
"515","Papua New Guinea","PNG","SEARO","Lower middle income",2025,0,"children","0"
"516","Philippines","PHL","WPRO","Lower middle income",2025,0,"children","0"
"517","Portugal","PRT","EURO","High income",2025,0,"children","0"
"518","Rwanda","RWA","AFRO","Low income",2025,0,"children","0"
"519","Saint Lucia","LCA","AMRO","Upper middle income",2025,0,"children","0"
"520","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2025,0,"children","0"
"521","Samoa","WSM","WPRO","Lower middle income",2025,0,"children","0"
"522","Sao Tome And Principe","STP","AFRO","Lower middle income",2025,0,"children","0"
"523","Senegal","SEN","AFRO","Lower middle income",2025,0,"children","0"
"524","Seychelles","SYC","AFRO","High income",2025,0,"children","0"
"525","Singapore","SGP","WPRO","High income",2025,0,"children","0"
"526","Solomon Islands","SLB","WPRO","Lower middle income",2025,0,"children","0"
"527","Somalia","SOM","EMRO","Low income",2025,0,"children","0"
"528","South Africa","ZAF","AFRO","Upper middle income",2025,0,"children","0"
"529","South Sudan","SSD","AFRO","Low income",2025,0,"children","0"
"530","Spain","ESP","EURO","High income",2025,0,"children","0"
"531","Sri Lanka","LKA","SEARO","Lower middle income",2025,0,"children","0"
"532","Sudan","SDN","EMRO","Low income",2025,0,"children","0"
"533","Suriname","SUR","AMRO","Upper middle income",2025,0,"children","0"
"534","Sweden","SWE","EURO","High income",2025,0,"children","0"
"535","Syrian Arab Republic","SYR","EMRO","Low income",2025,0,"children","0"
"536","Tajikistan","TJK","EURO","Lower middle income",2025,0,"children","0"
"537","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2025,0,"children","0"
"538","Timor-Leste","TLS","SEARO","Lower middle income",2025,0,"children","0"
"539","Togo","TGO","AFRO","Low income",2025,0,"children","0"
"540","Tonga","TON","WPRO","Upper middle income",2025,0,"children","0"
"541","Turkey","TUR","EURO","Upper middle income",2025,0,"children","0"
"542","Uganda","UGA","AFRO","Low income",2025,0,"children","0"
"543","Vanuatu","VUT","WPRO","Lower middle income",2025,0,"children","0"
"544","Venezuela","VEN","AMRO","Upper middle income",2025,0,"children","0"
"545","Viet Nam","VNM","WPRO","Lower middle income",2025,0,"children","0"
"546","Yemen","YEM","EMRO","Low income",2025,0,"children","0"
"547","Zambia","ZMB","AFRO","Lower middle income",2025,0,"children","0"
"548","Zimbabwe","ZWE","AFRO","Lower middle income",2025,0,"children","0"
"549","Andorra","AND","EURO","High income",2025,0,"children","0"
"550","Cook Islands","COK","WPRO","High income",2025,0,"children","0"
"551","Marshall Islands","MHL","WPRO","Upper middle income",2025,0,"children","0"
"552","Monaco","MCO","EURO","High income",2025,0,"children","0"
"553","Nauru","NRU","WPRO","High income",2025,0,"children","0"
"554","Saint Kitts and Nevis","KNA","AMRO","High income",2025,0,"children","0"
"555","Tuvalu","TUV","WPRO","Upper middle income",2025,0,"children","0"
"556","Sierra Leone","SLE","AFRO","Low income",2025,0,"children","0"
"557","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2025,0,"children","0"
"558","Mongolia","MNG","WPRO","Lower middle income",2025,0,"children","0"
"559","San Marino","SMR","EURO","High income",2025,96.1688375924831,"children","0"
"560","Cyprus","CYP","EURO","High income",2025,21583.2105108406,"children","0"
"561","Qatar","QAT","EMRO","High income",2025,61545.58025,"children","0"
"562","Slovenia","SVN","EURO","High income",2025,13422.9821988521,"children","0"
"563","Malta","MLT","EURO","High income",2025,7435.6815,"children","0"
"564","Iceland","ISL","EURO","High income",2025,8735.37049201229,"children","0"
"565","Uruguay","URY","AMRO","High income",2025,11180.0154,"children","0"
"566","New Zealand","NZL","WPRO","High income",2025,24730.3964,"children","0"
"567","Ireland","IRL","EURO","High income",2025,43681.407,"children","0"
"568","Australia","AUS","WPRO","High income",2025,1268822.72,"children","0"
"569","Costa Rica","CRI","AMRO","Upper middle income",2025,173395.8433,"children","0"
"570","Panama","PAN","AMRO","High income",2025,210153.933,"children","0"
"571","Finland","FIN","EURO","High income",2025,89566.5925,"children","0"
"572","Denmark","DNK","EURO","High income",2025,140426.800842074,"children","0"
"573","Greece","GRC","EURO","High income",2025,144943.534953331,"children","0"
"574","Belarus","BLR","EURO","Upper middle income",2025,265338.1612,"children","0"
"575","United Kingdom","GBR","EURO","High income",2025,1801528.59,"children","0"
"576","Chile","CHL","AMRO","High income",2025,654096.14915,"children","0"
"577","Russian Federation","RUS","EURO","Upper middle income",2025,18645998.175,"children","0"
"578","United States of America","USA","AMRO","High income",2025,48108674.79,"children","0"
"579","Brazil","BRA","AMRO","Upper middle income",2025,8371997.725,"children","0"
"580","China","CHN","WPRO","Upper middle income",2026,12615100.12,"children","0"
"581","Uzbekistan","UZB","EURO","Lower middle income",2026,10283784.75,"children","0"
"582","Mexico","MEX","AMRO","Upper middle income",2026,8678167.66355,"children","0"
"583","Peru","PER","AMRO","Upper middle income",2026,2262543.81,"children","0"
"584","Cuba","CUB","AMRO","Upper middle income",2026,1678286.75,"children","0"
"585","Kenya","KEN","AFRO","Lower middle income",2026,1458858.1,"children","0"
"586","Korea, Republic of","KOR","WPRO","High income",2026,5016099.46,"children","0"
"587","Colombia","COL","AMRO","Upper middle income",2026,2318020.65,"children","0"
"588","Argentina","ARG","AMRO","Upper middle income",2026,1738610.8535,"children","0"
